chr	start	end	id	TCGA-BLOOD.all	TCGA-BLOOD.amp	TCGA-BLOOD.del	TCGA-BRCA.all	TCGA-BRCA.amp	TCGA-BRCA.del	TCGA-BRCA.segs	TCGA-PANC.all	TCGA-PANC.amp	TCGA-PANC.del	TCGA-SCCA.all	TCGA-SCCA.amp	TCGA-SCCA.del
chr11	111400000	111449999	38543	0	0	0	2	0	2	14	8	4	4	0	0	0
chr11	111450000	111499999	38544	0	0	0	2	0	2	16	13	5	8	2	2	0
chr11	111500000	111549999	38545	0	0	0	0	0	0	18	13	8	5	0	0	0
chr11	111550000	111599999	38546	0	0	0	0	0	0	12	12	4	8	6	4	2
chr11	111600000	111649999	38547	4	2	2	0	0	0	20	15	7	8	2	2	0
chr11	111650000	111699999	38548	0	0	0	0	0	0	4	0	0	0	0	0	0
chr11	111700000	111749999	38549	0	0	0	2	2	0	22	8	8	0	0	0	0
chr11	111750000	111799999	38550	2	2	0	0	0	0	16	4	4	0	0	0	0
chr11	111800000	111849999	38551	0	0	0	3	1	2	21	5	1	4	0	0	0
chr11	111850000	111899999	38552	0	0	0	0	0	0	4	13	2	11	4	0	4
chr11	111900000	111949999	38553	0	0	0	0	0	0	12	7	0	7	3	0	3
chr11	111950000	111999999	38554	2	2	0	2	0	2	24	18	5	13	3	1	2
chr11	112000000	112049999	38555	4	0	4	0	0	0	12	14	2	12	2	0	2
chr11	112050000	112099999	38556	2	2	0	1	0	1	29	26	6	20	0	0	0
chr11	112100000	112149999	38557	4	4	0	3	0	3	29	38	8	30	5	0	5
chr11	112150000	112199999	38558	1	0	1	2	0	2	25	15	1	14	2	1	1
chr11	112200000	112249999	38559	3	3	0	0	0	0	0	16	6	10	5	1	4
chr11	112250000	112299999	38560	5	1	4	2	0	2	52	33	1	32	2	0	2
chr11	112300000	112349999	38561	14	0	14	0	0	0	4	23	4	19	2	0	2
chr11	112350000	112399999	38562	16	2	14	2	0	2	40	39	4	35	4	0	4
chr11	112400000	112449999	38563	2	2	0	2	0	2	14	15	4	11	2	0	2
chr11	112450000	112499999	38564	0	0	0	2	0	2	10	15	0	15	1	0	1
chr11	112500000	112549999	38565	12	12	0	2	0	2	16	33	17	16	4	0	4
chr11	112550000	112599999	38566	12	12	0	4	0	4	14	25	13	12	0	0	0
chr11	112600000	112649999	38567	2	2	0	0	0	0	5	10	4	6	0	0	0
chr11	112650000	112699999	38568	8	8	0	10	0	10	36	79	8	71	13	0	13
chr11	112700000	112749999	38569	2	0	2	8	0	8	18	26	4	22	1	0	1
chr11	112750000	112799999	38570	1	1	0	0	0	0	10	9	1	8	2	0	2
chr11	112800000	112849999	38571	11	1	10	4	2	2	18	59	9	50	3	0	3
chr11	112850000	112899999	38572	0	0	0	4	0	4	20	37	2	35	2	0	2
chr11	112900000	112949999	38573	2	2	0	0	0	0	10	16	2	14	0	0	0
chr11	112950000	112999999	38574	2	0	2	6	0	6	48	39	0	39	3	0	3
chr11	113000000	113049999	38575	4	4	0	10	0	10	31	41	4	37	5	0	5
chr11	113050000	113099999	38576	4	4	0	0	0	0	10	12	4	8	0	0	0
chr11	113100000	113149999	38577	10	0	10	0	0	0	8	21	2	19	1	0	1
chr11	113150000	113199999	38578	0	0	0	4	0	4	33	73	4	69	7	0	7
chr11	113200000	113249999	38579	2	2	0	1	0	1	15	7	2	5	1	0	1
chr11	113250000	113299999	38580	4	0	4	3	0	3	27	70	6	64	7	2	5
chr11	113300000	113349999	38581	2	0	2	0	0	0	12	4	0	4	0	0	0
chr11	113350000	113399999	38582	0	0	0	0	0	0	14	4	3	1	1	0	1
chr11	113400000	113449999	38583	0	0	0	0	0	0	8	5	3	2	0	0	0
chr11	113450000	113499999	38584	0	0	0	1	0	1	3	13	2	11	2	0	2
chr11	113500000	113549999	38585	2	2	0	4	0	4	24	26	2	24	1	0	1
chr11	113550000	113599999	38586	0	0	0	13	0	13	39	76	0	76	14	0	14
chr11	113600000	113649999	38587	0	0	0	0	0	0	16	21	6	15	6	2	4
chr11	113650000	113699999	38588	0	0	0	0	0	0	12	10	0	10	0	0	0
chr11	113700000	113749999	38589	2	0	2	0	0	0	10	26	2	24	4	0	4
chr11	113750000	113799999	38590	0	0	0	2	0	2	12	10	0	10	0	0	0
chr11	113800000	113849999	38591	0	0	0	12	2	10	27	60	2	58	4	0	4
chr11	113850000	113899999	38592	2	2	0	2	0	2	16	34	5	29	4	2	2
chr11	113900000	113949999	38593	2	2	0	4	0	4	12	16	2	14	2	0	2
chr11	113950000	113999999	38594	12	12	0	5	0	5	23	48	14	34	2	0	2
chr11	114000000	114049999	38595	21	19	2	1	0	1	5	50	23	27	4	2	2
chr11	114050000	114099999	38596	13	13	0	0	0	0	9	38	13	25	0	0	0
chr11	114100000	114149999	38597	19	17	2	0	0	0	15	35	18	17	6	0	6
chr11	114150000	114199999	38598	6	6	0	0	0	0	0	17	8	9	4	0	4
chr11	114200000	114249999	38599	0	0	0	1	0	1	11	7	1	6	1	1	0
chr11	114250000	114299999	38600	4	0	4	2	0	2	16	21	2	19	4	2	2
chr11	114300000	114349999	38601	8	0	8	3	0	3	10	22	2	20	0	0	0
chr11	114350000	114399999	38602	0	0	0	0	0	0	15	8	4	4	2	2	0
chr11	114400000	114449999	38603	1	0	1	10	4	6	43	41	14	27	3	2	1
chr11	114450000	114499999	38604	8	0	8	2	0	2	29	29	0	29	1	0	1
chr11	114500000	114549999	38605	0	0	0	2	2	0	30	21	4	17	2	2	0
chr11	114550000	114599999	38606	0	0	0	0	0	0	12	13	0	13	0	0	0
chr11	114600000	114649999	38607	5	5	0	0	0	0	21	18	8	10	0	0	0
chr11	114650000	114699999	38608	10	10	0	4	0	4	24	60	11	49	5	0	5
chr11	114700000	114749999	38609	8	8	0	0	0	0	10	33	16	17	1	0	1
chr11	114750000	114799999	38610	7	6	1	5	0	5	18	67	7	60	3	0	3
chr11	114800000	114849999	38611	24	24	0	2	0	2	22	39	24	15	2	0	2
chr11	114850000	114899999	38612	9	8	1	4	0	4	21	28	12	16	0	0	0
chr11	114900000	114949999	38613	0	0	0	1	0	1	11	11	0	11	0	0	0
chr11	114950000	114999999	38614	6	4	2	2	0	2	20	17	6	11	2	0	2
chr11	115000000	115049999	38615	15	2	13	0	0	0	12	19	2	17	0	0	0
chr11	115050000	115099999	38616	2	2	0	4	0	4	18	13	2	11	1	0	1
chr11	115100000	115149999	38617	0	0	0	4	0	4	14	33	0	33	4	0	4
chr11	115150000	115199999	38618	0	0	0	4	0	4	30	11	0	11	0	0	0
chr11	115200000	115249999	38619	0	0	0	0	0	0	10	11	0	11	2	0	2
chr11	115250000	115299999	38620	2	0	2	0	0	0	8	19	0	19	4	0	4
chr11	115300000	115349999	38621	1	1	0	2	2	0	6	5	3	2	2	0	2
chr11	115350000	115399999	38622	0	0	0	3	2	1	19	19	4	15	3	0	3
chr11	115400000	115449999	38623	9	9	0	0	0	0	6	42	11	31	5	0	5
chr11	115450000	115499999	38624	19	10	9	5	0	5	24	98	18	80	2	0	2
chr11	115500000	115549999	38625	4	0	4	27	0	27	74	128	2	126	24	0	24
chr11	115550000	115599999	38626	4	4	0	4	0	4	14	28	7	21	4	0	4
chr11	115600000	115649999	38627	2	2	0	0	0	0	4	3	2	1	0	0	0
chr11	115650000	115699999	38628	2	2	0	0	0	0	2	7	2	5	0	0	0
chr11	115700000	115749999	38629	2	2	0	0	0	0	14	14	6	8	3	0	3
chr11	115750000	115799999	38630	10	10	0	2	0	2	14	26	12	14	2	2	0
chr11	115800000	115849999	38631	6	6	0	2	2	0	12	32	16	16	0	0	0
chr11	115850000	115899999	38632	4	4	0	0	0	0	16	15	10	5	0	0	0
chr11	115900000	115949999	38633	8	8	0	2	0	2	22	29	10	19	8	0	8
chr11	115950000	115999999	38634	8	8	0	5	0	5	27	45	8	37	2	0	2
chr11	116000000	116049999	38635	6	6	0	10	0	10	38	53	10	43	7	0	7
chr11	116050000	116099999	38636	4	4	0	4	0	4	30	16	5	11	0	0	0
chr11	116100000	116149999	38637	4	4	0	6	0	6	24	51	4	47	0	0	0
chr11	116150000	116199999	38638	0	0	0	1	0	1	17	36	0	36	4	0	4
chr11	116200000	116249999	38639	17	17	0	0	0	0	36	22	18	4	2	0	2
chr11	116250000	116299999	38640	2	2	0	0	0	0	10	23	2	21	3	0	3
chr11	116300000	116349999	38641	0	0	0	2	0	2	10	37	2	35	4	2	2
chr11	116350000	116399999	38642	0	0	0	3	0	3	25	13	0	13	4	0	4
chr11	116400000	116449999	38643	14	14	0	9	0	9	39	47	16	31	4	0	4
chr11	116450000	116499999	38644	4	2	2	2	2	0	24	19	4	15	6	0	6
chr11	116500000	116549999	38645	20	15	5	12	0	12	56	125	15	110	11	0	11
chr11	116550000	116599999	38646	0	0	0	2	2	0	30	9	2	7	0	0	0
chr11	116600000	116649999	38647	0	0	0	6	2	4	50	17	4	13	1	0	1
chr11	116650000	116699999	38648	9	0	9	44	0	44	159	303	1	302	54	0	54
chr11	116700000	116749999	38649	17	4	13	6	0	6	36	62	4	58	6	0	6
chr11	116750000	116799999	38650	4	4	0	0	0	0	14	19	4	15	0	0	0
chr11	116800000	116849999	38651	10	8	2	1	0	1	19	34	8	26	3	0	3
chr11	116850000	116899999	38652	0	0	0	2	0	2	30	19	0	19	7	0	7
chr11	116900000	116949999	38653	0	0	0	0	0	0	16	9	2	7	2	0	2
chr11	116950000	116999999	38654	1	0	1	2	0	2	24	13	2	11	2	0	2
chr11	117000000	117049999	38655	0	0	0	0	0	0	12	2	2	0	0	0	0
chr11	117050000	117099999	38656	8	4	4	0	0	0	18	11	4	7	0	0	0
chr11	117100000	117149999	38657	2	2	0	0	0	0	8	13	11	2	0	0	0
chr11	117150000	117199999	38658	4	2	2	0	0	0	10	4	2	2	0	0	0
chr11	117200000	117249999	38659	0	0	0	0	0	0	10	3	0	3	0	0	0
chr11	117250000	117299999	38660	8	4	4	0	0	0	14	23	4	19	1	0	1
chr11	117300000	117349999	38661	6	4	2	13	3	10	49	58	13	45	7	2	5
chr11	117350000	117399999	38662	6	2	4	4	0	4	20	46	4	42	2	0	2
chr11	117400000	117449999	38663	21	21	0	0	0	0	22	38	28	10	1	0	1
chr11	117450000	117499999	38664	2	2	0	3	2	1	12	13	4	9	2	0	2
chr11	117500000	117549999	38665	2	2	0	7	0	7	34	37	2	35	2	0	2
chr11	117550000	117599999	38666	14	14	0	8	0	8	16	104	24	80	13	2	11
chr11	117600000	117649999	38667	0	0	0	2	0	2	24	20	1	19	1	0	1
chr11	117650000	117699999	38668	9	1	8	6	2	4	38	67	11	56	13	7	6
chr11	117700000	117749999	38669	9	9	0	2	0	2	27	15	9	6	1	0	1
chr11	117750000	117799999	38670	12	10	2	0	0	0	16	29	10	19	0	0	0
chr11	117800000	117849999	38671	0	0	0	4	0	4	30	49	4	45	5	0	5
chr11	117850000	117899999	38672	2	0	2	2	0	2	18	36	9	27	4	2	2
chr11	117900000	117949999	38673	9	8	1	6	0	6	38	136	8	128	19	0	19
chr11	117950000	117999999	38674	4	4	0	22	2	20	78	115	12	103	19	3	16
chr11	118000000	118049999	38675	8	4	4	4	0	4	38	40	4	36	4	0	4
chr11	118050000	118099999	38676	2	0	2	5	2	3	51	42	6	36	7	2	5
chr11	118100000	118149999	38677	0	0	0	2	2	0	22	20	4	16	3	2	1
chr11	118150000	118199999	38678	2	2	0	0	0	0	24	5	2	3	2	0	2
chr11	118200000	118249999	38679	3	0	3	0	0	0	14	7	0	7	0	0	0
chr11	118250000	118299999	38680	0	0	0	0	0	0	50	13	6	7	1	0	1
chr11	118300000	118349999	38681	5	2	3	10	2	8	81	48	22	26	6	2	4
chr11	118350000	118399999	38682	14	4	10	10	0	10	70	101	31	70	6	0	6
chr11	118400000	118449999	38683	2	2	0	3	0	3	29	14	4	10	0	0	0
chr11	118450000	118499999	38684	0	0	0	0	0	0	24	0	0	0	0	0	0
chr11	118500000	118549999	38685	0	0	0	2	0	2	24	4	0	4	0	0	0
chr11	118550000	118599999	38686	2	2	0	0	0	0	11	14	6	8	2	2	0
chr11	118600000	118649999	38687	6	6	0	2	0	2	36	17	12	5	0	0	0
chr11	118650000	118699999	38688	0	0	0	2	2	0	23	11	2	9	1	0	1
chr11	118700000	118749999	38689	2	2	0	0	0	0	24	7	2	5	0	0	0
chr11	118750000	118799999	38690	4	2	2	1	0	1	12	15	6	9	0	0	0
chr11	118800000	118849999	38691	2	0	2	3	0	3	34	58	11	47	4	1	3
chr11	118850000	118899999	38692	2	0	2	2	0	2	32	9	5	4	0	0	0
chr11	118900000	118949999	38693	2	0	2	0	0	0	18	9	0	9	2	0	2
chr11	118950000	118999999	38694	2	2	0	2	0	2	38	14	2	12	0	0	0
chr11	119000000	119049999	38695	4	2	2	0	0	0	14	11	6	5	0	0	0
chr11	119050000	119099999	38696	0	0	0	0	0	0	14	11	2	9	0	0	0
chr11	119100000	119149999	38697	0	0	0	0	0	0	20	14	2	12	2	0	2
chr11	119150000	119199999	38698	0	0	0	4	0	4	24	8	0	8	0	0	0
chr11	119200000	119249999	38699	12	0	12	0	0	0	20	16	2	14	0	0	0
chr11	119250000	119299999	38700	5	5	0	0	0	0	32	10	5	5	0	0	0
chr11	119300000	119349999	38701	4	4	0	3	0	3	51	11	4	7	0	0	0
chr11	119350000	119399999	38702	12	12	0	0	0	0	26	23	16	7	0	0	0
chr11	119400000	119449999	38703	19	16	3	15	0	15	75	107	16	91	9	0	9
chr11	119450000	119499999	38704	1	0	1	17	0	17	79	100	6	94	20	0	20
chr11	119500000	119549999	38705	9	3	6	10	0	10	42	176	7	169	32	0	32
chr11	119550000	119599999	38706	3	0	3	23	1	22	58	179	19	160	34	0	34
chr11	119600000	119649999	38707	6	2	4	3	1	2	16	47	16	31	0	0	0
chr11	119650000	119699999	38708	7	4	3	2	0	2	14	52	6	46	4	0	4
chr11	119700000	119749999	38709	0	0	0	2	0	2	28	10	2	8	0	0	0
chr11	119750000	119799999	38710	13	12	1	24	0	24	88	213	44	169	14	0	14
chr11	119800000	119849999	38711	16	2	14	4	0	4	15	32	4	28	0	0	0
chr11	119850000	119899999	38712	8	8	0	4	0	4	14	42	8	34	4	0	4
chr11	119900000	119949999	38713	10	4	6	1	0	1	11	25	4	21	4	0	4
chr11	119950000	119999999	38714	12	2	10	18	0	18	72	157	2	155	18	0	18
chr11	120000000	120049999	38715	2	2	0	0	0	0	6	22	3	19	2	0	2
chr11	120050000	120099999	38716	5	5	0	2	0	2	18	38	9	29	0	0	0
chr11	120100000	120149999	38717	2	2	0	2	0	2	15	5	2	3	0	0	0
chr11	120150000	120199999	38718	8	8	0	2	0	2	15	30	10	20	3	0	3
chr11	120200000	120249999	38719	3	3	0	2	0	2	31	18	7	11	0	0	0
chr11	120250000	120299999	38720	2	2	0	0	0	0	11	10	2	8	1	0	1
chr11	120300000	120349999	38721	0	0	0	2	0	2	16	23	0	23	2	0	2
chr11	120350000	120399999	38722	10	0	10	4	0	4	24	36	0	36	2	0	2
chr11	120400000	120449999	38723	18	4	14	4	0	4	24	34	4	30	2	0	2
chr11	120450000	120499999	38724	18	18	0	2	0	2	12	31	18	13	0	0	0
chr11	120500000	120549999	38725	6	6	0	5	0	5	29	26	12	14	4	4	0
chr11	120550000	120599999	38726	0	0	0	0	0	0	20	39	3	36	4	0	4
chr11	120600000	120649999	38727	0	0	0	0	0	0	8	17	2	15	1	0	1
chr11	120650000	120699999	38728	3	1	2	3	0	3	24	33	7	26	6	6	0
chr11	120700000	120749999	38729	2	0	2	1	0	1	20	16	4	12	2	2	0
chr11	120750000	120799999	38730	14	8	6	0	0	0	18	27	10	17	0	0	0
chr11	120800000	120849999	38731	9	8	1	4	0	4	24	29	12	17	2	2	0
chr11	120850000	120899999	38732	6	6	0	2	0	2	40	23	17	6	0	0	0
chr11	120900000	120949999	38733	2	0	2	5	2	3	23	32	5	27	0	0	0
chr11	120950000	120999999	38734	14	2	12	4	2	2	13	32	11	21	2	0	2
chr11	121000000	121049999	38735	4	1	3	2	0	2	30	24	6	18	1	1	0
chr11	121050000	121099999	38736	2	2	0	4	0	4	44	28	10	18	6	0	6
chr11	121100000	121149999	38737	0	0	0	6	0	6	33	44	20	24	0	0	0
chr11	121150000	121199999	38738	2	2	0	2	2	0	18	48	26	22	0	0	0
chr11	121200000	121249999	38739	6	6	0	2	0	2	31	23	16	7	2	0	2
chr11	121250000	121299999	38740	0	0	0	1	0	1	13	21	10	11	6	0	6
chr11	121300000	121349999	38741	2	2	0	0	0	0	18	15	12	3	2	0	2
chr11	121350000	121399999	38742	5	3	2	4	0	4	14	31	13	18	4	0	4
chr11	121400000	121449999	38743	4	4	0	2	0	2	28	26	12	14	0	0	0
chr11	121450000	121499999	38744	2	2	0	7	0	7	45	33	2	31	6	0	6
chr11	121500000	121549999	38745	2	2	0	4	0	4	26	23	7	16	1	0	1
chr11	121550000	121599999	38746	4	4	0	2	0	2	20	24	14	10	0	0	0
chr11	121600000	121649999	38747	4	4	0	2	0	2	26	16	7	9	2	2	0
chr11	121650000	121699999	38748	2	2	0	0	0	0	6	10	6	4	2	0	2
chr11	121700000	121749999	38749	0	0	0	0	0	0	6	9	4	5	3	0	3
chr11	121750000	121799999	38750	0	0	0	0	0	0	16	14	4	10	0	0	0
chr11	121800000	121849999	38751	4	0	4	0	0	0	18	17	5	12	2	0	2
chr11	121850000	121899999	38752	6	0	6	4	0	4	24	33	2	31	6	0	6
chr11	121900000	121949999	38753	2	2	0	2	0	2	29	23	10	13	0	0	0
chr11	121950000	121999999	38754	5	5	0	4	0	4	17	44	13	31	12	2	10
chr11	122000000	122049999	38755	0	0	0	0	0	0	14	12	3	9	1	0	1
chr11	122050000	122099999	38756	0	0	0	0	0	0	6	0	0	0	0	0	0
chr11	122100000	122149999	38757	8	8	0	4	0	4	20	29	8	21	0	0	0
chr11	122150000	122199999	38758	5	4	1	2	0	2	12	19	4	15	0	0	0
chr11	122200000	122249999	38759	4	4	0	0	0	0	22	8	6	2	0	0	0
chr11	122250000	122299999	38760	0	0	0	4	0	4	24	29	6	23	3	0	3
chr11	122300000	122349999	38761	1	0	1	4	0	4	12	42	0	42	8	0	8
chr11	122350000	122399999	38762	4	4	0	0	0	0	10	19	8	11	3	0	3
chr11	122400000	122449999	38763	2	2	0	0	0	0	10	8	2	6	2	0	2
chr11	122450000	122499999	38764	0	0	0	0	0	0	8	6	2	4	4	2	2
chr11	122500000	122549999	38765	0	0	0	0	0	0	14	17	10	7	4	4	0
chr11	122550000	122599999	38766	0	0	0	1	0	1	19	29	3	26	1	0	1
chr11	122600000	122649999	38767	14	10	4	4	0	4	24	69	12	57	7	0	7
chr11	122650000	122699999	38768	10	10	0	0	0	0	10	18	12	6	2	0	2
chr11	122700000	122749999	38769	4	4	0	5	2	3	15	14	10	4	3	2	1
chr11	122750000	122799999	38770	2	0	2	7	2	5	25	47	6	41	8	0	8
chr11	122800000	122849999	38771	0	0	0	6	0	6	32	39	9	30	8	6	2
chr11	122850000	122899999	38772	4	0	4	0	0	0	16	22	9	13	0	0	0
chr11	122900000	122949999	38773	0	0	0	2	0	2	10	8	4	4	4	4	0
chr11	122950000	122999999	38774	2	2	0	3	2	1	37	23	6	17	6	2	4
chr11	123000000	123049999	38775	2	2	0	6	2	4	29	41	4	37	17	0	17
chr11	123050000	123099999	38776	0	0	0	2	0	2	10	10	2	8	0	0	0
chr11	123100000	123149999	38777	10	10	0	3	0	3	18	33	12	21	4	0	4
chr11	123150000	123199999	38778	30	28	2	3	0	3	24	65	32	33	1	0	1
chr11	123200000	123249999	38779	4	4	0	11	0	11	39	47	6	41	6	0	6
chr11	123250000	123299999	38780	13	13	0	2	0	2	8	21	13	8	0	0	0
chr11	123300000	123349999	38781	8	8	0	2	0	2	24	26	12	14	4	0	4
chr11	123350000	123399999	38782	10	10	0	9	3	6	44	73	22	51	2	0	2
chr11	123400000	123449999	38783	0	0	0	0	0	0	10	11	2	9	0	0	0
chr11	123450000	123499999	38784	9	9	0	2	0	2	18	39	9	30	6	0	6
chr11	123500000	123549999	38785	10	4	6	54	10	44	168	368	30	338	53	2	51
chr11	123550000	123599999	38786	0	0	0	6	4	2	17	8	4	4	0	0	0
chr11	123600000	123649999	38787	4	0	4	4	0	4	32	20	2	18	0	0	0
chr11	123650000	123699999	38788	0	0	0	0	0	0	18	20	2	18	1	0	1
chr11	123700000	123749999	38789	4	4	0	4	0	4	24	19	10	9	0	0	0
chr11	123750000	123799999	38790	0	0	0	0	0	0	12	25	7	18	6	2	4
chr11	123800000	123849999	38791	6	2	4	2	0	2	16	33	9	24	1	0	1
chr11	123850000	123899999	38792	9	0	9	4	0	4	22	41	10	31	8	0	8
chr11	123900000	123949999	38793	7	0	7	9	2	7	41	54	10	44	4	4	0
chr11	123950000	123999999	38794	2	0	2	5	2	3	11	32	4	28	4	0	4
chr11	124000000	124049999	38795	0	0	0	4	2	2	18	27	25	2	0	0	0
chr11	124050000	124099999	38796	3	0	3	11	0	11	41	85	12	73	1	0	1
chr11	124100000	124149999	38797	1	0	1	10	8	2	43	52	17	35	7	2	5
chr11	124150000	124199999	38798	0	0	0	5	0	5	28	27	5	22	0	0	0
chr11	124200000	124249999	38799	0	0	0	6	0	6	30	46	0	46	6	0	6
chr11	124250000	124299999	38800	0	0	0	6	2	4	38	18	9	9	2	0	2
chr11	124300000	124349999	38801	4	4	0	6	2	4	24	20	10	10	0	0	0
chr11	124350000	124399999	38802	0	0	0	6	4	2	12	9	5	4	0	0	0
chr11	124400000	124449999	38803	0	0	0	2	0	2	10	11	2	9	4	0	4
chr11	124450000	124499999	38804	4	0	4	1	1	0	3	14	4	10	2	0	2
chr11	124500000	124549999	38805	7	7	0	0	0	0	10	17	13	4	0	0	0
chr11	124550000	124599999	38806	1	1	0	2	2	0	8	17	5	12	0	0	0
chr11	124600000	124649999	38807	0	0	0	0	0	0	2	18	6	12	0	0	0
chr11	124650000	124699999	38808	2	1	1	16	2	14	58	103	11	92	10	0	10
chr11	124700000	124749999	38809	12	12	0	3	0	3	27	44	16	28	11	0	11
chr11	124750000	124799999	38810	16	11	5	12	0	12	48	305	16	289	38	0	38
chr11	124800000	124849999	38811	0	0	0	1	0	1	19	4	2	2	0	0	0
chr11	124850000	124899999	38812	0	0	0	2	2	0	4	3	3	0	0	0	0
chr11	124900000	124949999	38813	6	0	6	19	0	19	67	129	3	126	14	1	13
chr11	124950000	124999999	38814	6	4	2	17	0	17	58	135	6	129	16	0	16
chr11	125000000	125049999	38815	17	13	4	2	0	2	20	36	15	21	0	0	0
chr11	125050000	125099999	38816	30	20	10	24	1	23	183	321	43	278	25	0	25
chr11	125100000	125149999	38817	3	3	0	4	0	4	14	23	4	19	0	0	0
chr11	125150000	125199999	38818	9	9	0	22	0	22	56	91	13	78	8	0	8
chr11	125200000	125249999	38819	8	8	0	3	0	3	15	18	8	10	0	0	0
chr11	125250000	125299999	38820	0	0	0	8	0	8	33	60	0	60	4	0	4
chr11	125300000	125349999	38821	0	0	0	2	2	0	17	4	4	0	2	2	0
chr11	125350000	125399999	38822	0	0	0	0	0	0	12	3	0	3	1	0	1
chr11	125400000	125449999	38823	4	0	4	2	2	0	18	27	6	21	0	0	0
chr11	125450000	125499999	38824	0	0	0	4	0	4	28	13	1	12	1	0	1
chr11	125500000	125549999	38825	0	0	0	4	4	0	14	9	5	4	0	0	0
chr11	125550000	125599999	38826	4	2	2	10	10	0	44	35	23	12	6	2	4
chr11	125600000	125649999	38827	2	2	0	0	0	0	15	7	3	4	3	0	3
chr11	125650000	125699999	38828	0	0	0	0	0	0	4	6	0	6	0	0	0
chr11	125700000	125749999	38829	2	2	0	5	5	0	27	19	8	11	2	0	2
chr11	125750000	125799999	38830	0	0	0	2	2	0	36	6	4	2	0	0	0
chr11	125800000	125849999	38831	14	2	12	3	0	3	28	50	4	46	7	0	7
chr11	125850000	125899999	38832	3	2	1	2	0	2	8	42	4	38	9	0	9
chr11	125900000	125949999	38833	0	0	0	0	0	0	0	10	5	5	0	0	0
chr11	125950000	125999999	38834	2	0	2	6	2	4	26	53	12	41	13	5	8
chr11	126000000	126049999	38835	0	0	0	6	2	4	20	17	2	15	0	0	0
chr11	126050000	126099999	38836	5	2	3	7	2	5	41	42	10	32	5	0	5
chr11	126100000	126149999	38837	8	0	8	0	0	0	4	17	4	13	0	0	0
chr11	126150000	126199999	38838	8	0	8	2	2	0	26	30	4	26	5	0	5
chr11	126200000	126249999	38839	0	0	0	0	0	0	18	12	2	10	3	0	3
chr11	126250000	126299999	38840	4	4	0	7	2	5	43	37	10	27	1	0	1
chr11	126300000	126349999	38841	2	2	0	2	0	2	28	40	10	30	5	0	5
chr11	126350000	126399999	38842	10	10	0	15	4	11	42	83	16	67	5	0	5
chr11	126400000	126449999	38843	0	0	0	11	0	11	35	90	0	90	18	0	18
chr11	126450000	126499999	38844	9	8	1	6	4	2	26	25	12	13	1	0	1
chr11	126500000	126549999	38845	4	4	0	28	26	2	90	147	131	16	11	10	1
chr11	126550000	126599999	38846	16	16	0	4	4	0	29	39	20	19	7	0	7
chr11	126600000	126649999	38847	0	0	0	5	2	3	31	18	2	16	1	0	1
chr11	126650000	126699999	38848	3	0	3	44	6	38	167	155	6	149	15	0	15
chr11	126700000	126749999	38849	0	0	0	2	2	0	12	7	2	5	0	0	0
chr11	126750000	126799999	38850	4	4	0	8	0	8	44	38	6	32	3	0	3
chr11	126800000	126849999	38851	4	2	2	2	2	0	26	16	4	12	0	0	0
chr11	126850000	126899999	38852	4	2	2	6	6	0	30	47	14	33	2	0	2
chr11	126900000	126949999	38853	2	0	2	22	10	12	55	274	14	260	41	0	41
chr11	126950000	126999999	38854	0	0	0	4	0	4	20	11	0	11	2	0	2
chr11	127000000	127049999	38855	0	0	0	9	2	7	41	42	2	40	3	0	3
chr11	127050000	127099999	38856	3	3	0	4	2	2	22	47	5	42	3	0	3
chr11	127100000	127149999	38857	0	0	0	7	0	7	29	20	0	20	6	0	6
chr11	127150000	127199999	38858	4	4	0	10	4	6	74	48	24	24	5	0	5
chr11	127200000	127249999	38859	10	4	6	6	4	2	37	37	24	13	0	0	0
chr11	127250000	127299999	38860	6	0	6	9	0	9	37	46	4	42	6	0	6
chr11	127300000	127349999	38861	4	2	2	4	2	2	24	29	5	24	0	0	0
chr11	127350000	127399999	38862	0	0	0	2	2	0	6	13	2	11	4	0	4
chr11	127400000	127449999	38863	2	2	0	4	0	4	18	21	2	19	4	0	4
chr11	127450000	127499999	38864	8	0	8	16	0	16	70	89	2	87	6	2	4
chr11	127500000	127549999	38865	0	0	0	2	0	2	33	9	0	9	1	0	1
chr11	127550000	127599999	38866	2	0	2	3	2	1	21	37	3	34	1	0	1
chr11	127600000	127649999	38867	13	3	10	0	0	0	12	28	5	23	0	0	0
chr11	127650000	127699999	38868	3	3	0	5	1	4	16	52	15	37	8	4	4
chr11	127700000	127749999	38869	7	6	1	19	3	16	74	130	19	111	17	4	13
chr11	127750000	127799999	38870	18	3	15	48	3	45	194	264	16	248	32	0	32
chr11	127800000	127849999	38871	2	0	2	0	0	0	26	15	5	10	2	0	2
chr11	127850000	127899999	38872	0	0	0	4	2	2	33	20	12	8	2	2	0
chr11	127900000	127949999	38873	2	2	0	8	6	2	34	28	10	18	4	2	2
chr11	127950000	127999999	38874	0	0	0	2	2	0	12	9	4	5	2	2	0
chr11	128000000	128049999	38875	0	0	0	6	2	4	34	37	2	35	1	0	1
chr11	128050000	128099999	38876	1	0	1	13	8	5	53	39	10	29	2	0	2
chr11	128100000	128149999	38877	0	0	0	4	4	0	26	47	9	38	13	0	13
chr11	128150000	128199999	38878	2	0	2	4	4	0	24	17	11	6	3	2	1
chr11	128200000	128249999	38879	0	0	0	0	0	0	24	15	5	10	3	0	3
