chr	start	end	id	any	interchr	intrachr	translocation
chr14	51850000	51899999	45032	0	0	0	0
chr14	51900000	51949999	45033	0	0	0	0
chr14	51950000	51999999	45034	0	0	0	0
chr14	52000000	52049999	45035	1	1	0	0
chr14	52050000	52099999	45036	0	0	0	0
chr14	52100000	52149999	45037	0	0	0	0
chr14	52150000	52199999	45038	0	0	0	0
chr14	52200000	52249999	45039	0	0	0	0
chr14	52250000	52299999	45040	0	0	0	0
chr14	52300000	52349999	45041	0	0	0	0
chr14	52350000	52399999	45042	0	0	0	0
chr14	52400000	52449999	45043	0	0	0	0
chr14	52450000	52499999	45044	0	0	0	0
chr14	52500000	52549999	45045	0	0	0	0
chr14	52550000	52599999	45046	0	0	0	0
chr14	52600000	52649999	45047	0	0	0	0
chr14	52650000	52699999	45048	0	0	0	0
chr14	52700000	52749999	45049	0	0	0	0
chr14	52750000	52799999	45050	0	0	0	0
chr14	52800000	52849999	45051	0	0	0	0
chr14	52850000	52899999	45052	0	0	0	0
chr14	52900000	52949999	45053	0	0	0	0
chr14	52950000	52999999	45054	0	0	0	0
chr14	53000000	53049999	45055	0	0	0	0
chr14	53050000	53099999	45056	0	0	0	0
chr14	53100000	53149999	45057	0	0	0	0
chr14	53150000	53199999	45058	1	0	1	0
chr14	53200000	53249999	45059	0	0	0	0
chr14	53250000	53299999	45060	0	0	0	0
chr14	53300000	53349999	45061	0	0	0	0
chr14	53350000	53399999	45062	0	0	0	0
chr14	53400000	53449999	45063	0	0	0	0
chr14	53450000	53499999	45064	0	0	0	0
chr14	53500000	53549999	45065	0	0	0	0
chr14	53550000	53599999	45066	0	0	0	0
chr14	53600000	53649999	45067	0	0	0	0
chr14	53650000	53699999	45068	0	0	0	0
chr14	53700000	53749999	45069	0	0	0	0
chr14	53750000	53799999	45070	1	1	0	0
chr14	53800000	53849999	45071	0	0	0	0
chr14	53850000	53899999	45072	0	0	0	0
chr14	53900000	53949999	45073	0	0	0	0
chr14	53950000	53999999	45074	0	0	0	0
chr14	54000000	54049999	45075	0	0	0	0
chr14	54050000	54099999	45076	0	0	0	0
chr14	54100000	54149999	45077	0	0	0	0
chr14	54150000	54199999	45078	0	0	0	0
chr14	54200000	54249999	45079	0	0	0	0
chr14	54250000	54299999	45080	0	0	0	0
chr14	54300000	54349999	45081	0	0	0	0
chr14	54350000	54399999	45082	0	0	0	0
chr14	54400000	54449999	45083	0	0	0	0
chr14	54450000	54499999	45084	0	0	0	0
chr14	54500000	54549999	45085	0	0	0	0
chr14	54550000	54599999	45086	0	0	0	0
chr14	54600000	54649999	45087	0	0	0	0
chr14	54650000	54699999	45088	0	0	0	0
chr14	54700000	54749999	45089	0	0	0	0
chr14	54750000	54799999	45090	0	0	0	0
chr14	54800000	54849999	45091	0	0	0	0
chr14	54850000	54899999	45092	0	0	0	0
chr14	54900000	54949999	45093	0	0	0	0
chr14	54950000	54999999	45094	0	0	0	0
chr14	55000000	55049999	45095	0	0	0	0
chr14	55050000	55099999	45096	0	0	0	0
chr14	55100000	55149999	45097	0	0	0	0
chr14	55150000	55199999	45098	0	0	0	0
chr14	55200000	55249999	45099	0	0	0	0
chr14	55250000	55299999	45100	0	0	0	0
chr14	55300000	55349999	45101	0	0	0	0
chr14	55350000	55399999	45102	0	0	0	0
chr14	55400000	55449999	45103	0	0	0	0
chr14	55450000	55499999	45104	0	0	0	0
chr14	55500000	55549999	45105	0	0	0	0
chr14	55550000	55599999	45106	0	0	0	0
chr14	55600000	55649999	45107	0	0	0	0
chr14	55650000	55699999	45108	0	0	0	0
chr14	55700000	55749999	45109	0	0	0	0
chr14	55750000	55799999	45110	0	0	0	0
chr14	55800000	55849999	45111	0	0	0	0
chr14	55850000	55899999	45112	0	0	0	0
chr14	55900000	55949999	45113	0	0	0	0
chr14	55950000	55999999	45114	0	0	0	0
chr14	56000000	56049999	45115	0	0	0	0
chr14	56050000	56099999	45116	0	0	0	0
chr14	56100000	56149999	45117	0	0	0	0
chr14	56150000	56199999	45118	0	0	0	0
chr14	56200000	56249999	45119	0	0	0	0
chr14	56250000	56299999	45120	0	0	0	0
chr14	56300000	56349999	45121	0	0	0	0
chr14	56350000	56399999	45122	0	0	0	0
chr14	56400000	56449999	45123	0	0	0	0
chr14	56450000	56499999	45124	0	0	0	0
chr14	56500000	56549999	45125	0	0	0	0
chr14	56550000	56599999	45126	0	0	0	0
chr14	56600000	56649999	45127	0	0	0	0
chr14	56650000	56699999	45128	0	0	0	0
chr14	56700000	56749999	45129	0	0	0	0
chr14	56750000	56799999	45130	0	0	0	0
chr14	56800000	56849999	45131	0	0	0	0
chr14	56850000	56899999	45132	0	0	0	0
chr14	56900000	56949999	45133	0	0	0	0
chr14	56950000	56999999	45134	0	0	0	0
chr14	57000000	57049999	45135	0	0	0	0
chr14	57050000	57099999	45136	0	0	0	0
chr14	57100000	57149999	45137	0	0	0	0
chr14	57150000	57199999	45138	0	0	0	0
chr14	57200000	57249999	45139	0	0	0	0
chr14	57250000	57299999	45140	0	0	0	0
chr14	57300000	57349999	45141	0	0	0	0
chr14	57350000	57399999	45142	0	0	0	0
chr14	57400000	57449999	45143	0	0	0	0
chr14	57450000	57499999	45144	0	0	0	0
chr14	57500000	57549999	45145	0	0	0	0
chr14	57550000	57599999	45146	0	0	0	0
chr14	57600000	57649999	45147	0	0	0	0
chr14	57650000	57699999	45148	0	0	0	0
chr14	57700000	57749999	45149	0	0	0	0
chr14	57750000	57799999	45150	0	0	0	0
chr14	57800000	57849999	45151	0	0	0	0
chr14	57850000	57899999	45152	0	0	0	0
chr14	57900000	57949999	45153	0	0	0	0
chr14	57950000	57999999	45154	0	0	0	0
chr14	58000000	58049999	45155	0	0	0	0
chr14	58050000	58099999	45156	0	0	0	0
chr14	58100000	58149999	45157	0	0	0	0
chr14	58150000	58199999	45158	0	0	0	0
chr14	58200000	58249999	45159	0	0	0	0
chr14	58250000	58299999	45160	0	0	0	0
chr14	58300000	58349999	45161	0	0	0	0
chr14	58350000	58399999	45162	0	0	0	0
chr14	58400000	58449999	45163	0	0	0	0
chr14	58450000	58499999	45164	0	0	0	0
chr14	58500000	58549999	45165	0	0	0	0
chr14	58550000	58599999	45166	3	1	2	0
chr14	58600000	58649999	45167	0	0	0	0
chr14	58650000	58699999	45168	0	0	0	0
chr14	58700000	58749999	45169	0	0	0	0
chr14	58750000	58799999	45170	0	0	0	0
chr14	58800000	58849999	45171	5	4	1	0
chr14	58850000	58899999	45172	0	0	0	0
chr14	58900000	58949999	45173	0	0	0	0
chr14	58950000	58999999	45174	1	0	1	0
chr14	59000000	59049999	45175	0	0	0	0
chr14	59050000	59099999	45176	0	0	0	0
chr14	59100000	59149999	45177	0	0	0	0
chr14	59150000	59199999	45178	0	0	0	0
chr14	59200000	59249999	45179	0	0	0	0
chr14	59250000	59299999	45180	0	0	0	0
chr14	59300000	59349999	45181	0	0	0	0
chr14	59350000	59399999	45182	0	0	0	0
chr14	59400000	59449999	45183	0	0	0	0
chr14	59450000	59499999	45184	0	0	0	0
chr14	59500000	59549999	45185	0	0	0	0
chr14	59550000	59599999	45186	0	0	0	0
chr14	59600000	59649999	45187	0	0	0	0
chr14	59650000	59699999	45188	0	0	0	0
chr14	59700000	59749999	45189	0	0	0	0
chr14	59750000	59799999	45190	0	0	0	0
chr14	59800000	59849999	45191	0	0	0	0
chr14	59850000	59899999	45192	0	0	0	0
chr14	59900000	59949999	45193	0	0	0	0
chr14	59950000	59999999	45194	0	0	0	0
chr14	60000000	60049999	45195	0	0	0	0
chr14	60050000	60099999	45196	0	0	0	0
chr14	60100000	60149999	45197	0	0	0	0
chr14	60150000	60199999	45198	0	0	0	0
chr14	60200000	60249999	45199	0	0	0	0
chr14	60250000	60299999	45200	0	0	0	0
chr14	60300000	60349999	45201	0	0	0	0
chr14	60350000	60399999	45202	0	0	0	0
chr14	60400000	60449999	45203	0	0	0	0
chr14	60450000	60499999	45204	0	0	0	0
chr14	60500000	60549999	45205	0	0	0	0
chr14	60550000	60599999	45206	0	0	0	0
chr14	60600000	60649999	45207	0	0	0	0
chr14	60650000	60699999	45208	0	0	0	0
chr14	60700000	60749999	45209	0	0	0	0
chr14	60750000	60799999	45210	0	0	0	0
chr14	60800000	60849999	45211	0	0	0	0
chr14	60850000	60899999	45212	0	0	0	0
chr14	60900000	60949999	45213	0	0	0	0
chr14	60950000	60999999	45214	0	0	0	0
chr14	61000000	61049999	45215	0	0	0	0
chr14	61050000	61099999	45216	0	0	0	0
chr14	61100000	61149999	45217	0	0	0	0
chr14	61150000	61199999	45218	0	0	0	0
chr14	61200000	61249999	45219	0	0	0	0
chr14	61250000	61299999	45220	0	0	0	0
chr14	61300000	61349999	45221	0	0	0	0
chr14	61350000	61399999	45222	0	0	0	0
chr14	61400000	61449999	45223	0	0	0	0
chr14	61450000	61499999	45224	0	0	0	0
chr14	61500000	61549999	45225	0	0	0	0
chr14	61550000	61599999	45226	0	0	0	0
chr14	61600000	61649999	45227	0	0	0	0
chr14	61650000	61699999	45228	0	0	0	0
chr14	61700000	61749999	45229	0	0	0	0
chr14	61750000	61799999	45230	0	0	0	0
chr14	61800000	61849999	45231	0	0	0	0
chr14	61850000	61899999	45232	0	0	0	0
chr14	61900000	61949999	45233	0	0	0	0
chr14	61950000	61999999	45234	0	0	0	0
chr14	62000000	62049999	45235	0	0	0	0
chr14	62050000	62099999	45236	0	0	0	0
chr14	62100000	62149999	45237	0	0	0	0
chr14	62150000	62199999	45238	0	0	0	0
chr14	62200000	62249999	45239	0	0	0	0
chr14	62250000	62299999	45240	0	0	0	0
chr14	62300000	62349999	45241	1	0	1	0
chr14	62350000	62399999	45242	0	0	0	0
chr14	62400000	62449999	45243	0	0	0	0
chr14	62450000	62499999	45244	0	0	0	0
chr14	62500000	62549999	45245	0	0	0	0
chr14	62550000	62599999	45246	0	0	0	0
chr14	62600000	62649999	45247	0	0	0	0
chr14	62650000	62699999	45248	0	0	0	0
chr14	62700000	62749999	45249	0	0	0	0
chr14	62750000	62799999	45250	0	0	0	0
chr14	62800000	62849999	45251	0	0	0	0
chr14	62850000	62899999	45252	0	0	0	0
chr14	62900000	62949999	45253	0	0	0	0
chr14	62950000	62999999	45254	0	0	0	0
chr14	63000000	63049999	45255	0	0	0	0
chr14	63050000	63099999	45256	0	0	0	0
chr14	63100000	63149999	45257	0	0	0	0
chr14	63150000	63199999	45258	0	0	0	0
chr14	63200000	63249999	45259	0	0	0	0
chr14	63250000	63299999	45260	0	0	0	0
chr14	63300000	63349999	45261	0	0	0	0
chr14	63350000	63399999	45262	0	0	0	0
chr14	63400000	63449999	45263	0	0	0	0
chr14	63450000	63499999	45264	0	0	0	0
chr14	63500000	63549999	45265	0	0	0	0
chr14	63550000	63599999	45266	0	0	0	0
chr14	63600000	63649999	45267	0	0	0	0
chr14	63650000	63699999	45268	0	0	0	0
chr14	63700000	63749999	45269	0	0	0	0
chr14	63750000	63799999	45270	0	0	0	0
chr14	63800000	63849999	45271	0	0	0	0
chr14	63850000	63899999	45272	0	0	0	0
chr14	63900000	63949999	45273	0	0	0	0
chr14	63950000	63999999	45274	0	0	0	0
chr14	64000000	64049999	45275	0	0	0	0
chr14	64050000	64099999	45276	0	0	0	0
chr14	64100000	64149999	45277	0	0	0	0
chr14	64150000	64199999	45278	0	0	0	0
chr14	64200000	64249999	45279	0	0	0	0
chr14	64250000	64299999	45280	0	0	0	0
chr14	64300000	64349999	45281	0	0	0	0
chr14	64350000	64399999	45282	0	0	0	0
chr14	64400000	64449999	45283	0	0	0	0
chr14	64450000	64499999	45284	0	0	0	0
chr14	64500000	64549999	45285	0	0	0	0
chr14	64550000	64599999	45286	0	0	0	0
chr14	64600000	64649999	45287	0	0	0	0
chr14	64650000	64699999	45288	0	0	0	0
chr14	64700000	64749999	45289	0	0	0	0
chr14	64750000	64799999	45290	0	0	0	0
chr14	64800000	64849999	45291	0	0	0	0
chr14	64850000	64899999	45292	0	0	0	0
chr14	64900000	64949999	45293	0	0	0	0
chr14	64950000	64999999	45294	0	0	0	0
chr14	65000000	65049999	45295	0	0	0	0
chr14	65050000	65099999	45296	0	0	0	0
chr14	65100000	65149999	45297	0	0	0	0
chr14	65150000	65199999	45298	0	0	0	0
chr14	65200000	65249999	45299	0	0	0	0
chr14	65250000	65299999	45300	0	0	0	0
chr14	65300000	65349999	45301	0	0	0	0
chr14	65350000	65399999	45302	0	0	0	0
chr14	65400000	65449999	45303	0	0	0	0
chr14	65450000	65499999	45304	0	0	0	0
chr14	65500000	65549999	45305	0	0	0	0
chr14	65550000	65599999	45306	0	0	0	0
chr14	65600000	65649999	45307	0	0	0	0
chr14	65650000	65699999	45308	0	0	0	0
chr14	65700000	65749999	45309	1	1	0	0
chr14	65750000	65799999	45310	0	0	0	0
chr14	65800000	65849999	45311	0	0	0	0
chr14	65850000	65899999	45312	0	0	0	0
chr14	65900000	65949999	45313	0	0	0	0
chr14	65950000	65999999	45314	0	0	0	0
chr14	66000000	66049999	45315	0	0	0	0
chr14	66050000	66099999	45316	0	0	0	0
chr14	66100000	66149999	45317	0	0	0	0
chr14	66150000	66199999	45318	0	0	0	0
chr14	66200000	66249999	45319	0	0	0	0
chr14	66250000	66299999	45320	0	0	0	0
chr14	66300000	66349999	45321	0	0	0	0
chr14	66350000	66399999	45322	0	0	0	0
chr14	66400000	66449999	45323	0	0	0	0
chr14	66450000	66499999	45324	0	0	0	0
chr14	66500000	66549999	45325	0	0	0	0
chr14	66550000	66599999	45326	0	0	0	0
chr14	66600000	66649999	45327	0	0	0	0
chr14	66650000	66699999	45328	0	0	0	0
chr14	66700000	66749999	45329	0	0	0	0
chr14	66750000	66799999	45330	0	0	0	0
chr14	66800000	66849999	45331	0	0	0	0
chr14	66850000	66899999	45332	0	0	0	0
chr14	66900000	66949999	45333	0	0	0	0
chr14	66950000	66999999	45334	0	0	0	0
chr14	67000000	67049999	45335	0	0	0	0
chr14	67050000	67099999	45336	1	1	0	0
chr14	67100000	67149999	45337	0	0	0	0
chr14	67150000	67199999	45338	1	0	1	0
chr14	67200000	67249999	45339	0	0	0	0
chr14	67250000	67299999	45340	0	0	0	0
chr14	67300000	67349999	45341	0	0	0	0
chr14	67350000	67399999	45342	0	0	0	0
chr14	67400000	67449999	45343	0	0	0	0
chr14	67450000	67499999	45344	0	0	0	0
chr14	67500000	67549999	45345	0	0	0	0
chr14	67550000	67599999	45346	0	0	0	0
chr14	67600000	67649999	45347	0	0	0	0
chr14	67650000	67699999	45348	0	0	0	0
chr14	67700000	67749999	45349	0	0	0	0
chr14	67750000	67799999	45350	0	0	0	0
chr14	67800000	67849999	45351	0	0	0	0
chr14	67850000	67899999	45352	0	0	0	0
chr14	67900000	67949999	45353	0	0	0	0
chr14	67950000	67999999	45354	0	0	0	0
chr14	68000000	68049999	45355	0	0	0	0
chr14	68050000	68099999	45356	0	0	0	0
chr14	68100000	68149999	45357	0	0	0	0
chr14	68150000	68199999	45358	0	0	0	0
chr14	68200000	68249999	45359	0	0	0	0
chr14	68250000	68299999	45360	0	0	0	0
chr14	68300000	68349999	45361	0	0	0	0
chr14	68350000	68399999	45362	1	1	0	0
chr14	68400000	68449999	45363	0	0	0	0
chr14	68450000	68499999	45364	0	0	0	0
chr14	68500000	68549999	45365	0	0	0	0
chr14	68550000	68599999	45366	0	0	0	0
chr14	68600000	68649999	45367	0	0	0	0
chr14	68650000	68699999	45368	0	0	0	0
chr14	68700000	68749999	45369	0	0	0	0
chr14	68750000	68799999	45370	0	0	0	0
chr14	68800000	68849999	45371	0	0	0	0
chr14	68850000	68899999	45372	0	0	0	0
chr14	68900000	68949999	45373	0	0	0	0
chr14	68950000	68999999	45374	0	0	0	0
chr14	69000000	69049999	45375	0	0	0	0
chr14	69050000	69099999	45376	0	0	0	0
chr14	69100000	69149999	45377	0	0	0	0
chr14	69150000	69199999	45378	1	0	0	1
chr14	69200000	69249999	45379	1	1	0	0
chr14	69250000	69299999	45380	1	0	1	0
chr14	69300000	69349999	45381	0	0	0	0
chr14	69350000	69399999	45382	0	0	0	0
chr14	69400000	69449999	45383	0	0	0	0
chr14	69450000	69499999	45384	0	0	0	0
chr14	69500000	69549999	45385	0	0	0	0
chr14	69550000	69599999	45386	1	1	0	0
chr14	69600000	69649999	45387	0	0	0	0
chr14	69650000	69699999	45388	0	0	0	0
chr14	69700000	69749999	45389	0	0	0	0
chr14	69750000	69799999	45390	0	0	0	0
chr14	69800000	69849999	45391	0	0	0	0
chr14	69850000	69899999	45392	0	0	0	0
chr14	69900000	69949999	45393	0	0	0	0
chr14	69950000	69999999	45394	0	0	0	0
chr14	70000000	70049999	45395	0	0	0	0
chr14	70050000	70099999	45396	0	0	0	0
chr14	70100000	70149999	45397	0	0	0	0
chr14	70150000	70199999	45398	0	0	0	0
chr14	70200000	70249999	45399	0	0	0	0
chr14	70250000	70299999	45400	0	0	0	0
chr14	70300000	70349999	45401	0	0	0	0
chr14	70350000	70399999	45402	0	0	0	0
chr14	70400000	70449999	45403	0	0	0	0
chr14	70450000	70499999	45404	0	0	0	0
chr14	70500000	70549999	45405	0	0	0	0
chr14	70550000	70599999	45406	0	0	0	0
chr14	70600000	70649999	45407	0	0	0	0
chr14	70650000	70699999	45408	0	0	0	0
chr14	70700000	70749999	45409	0	0	0	0
chr14	70750000	70799999	45410	0	0	0	0
chr14	70800000	70849999	45411	0	0	0	0
chr14	70850000	70899999	45412	0	0	0	0
chr14	70900000	70949999	45413	0	0	0	0
chr14	70950000	70999999	45414	0	0	0	0
chr14	71000000	71049999	45415	0	0	0	0
chr14	71050000	71099999	45416	0	0	0	0
chr14	71100000	71149999	45417	0	0	0	0
chr14	71150000	71199999	45418	0	0	0	0
chr14	71200000	71249999	45419	0	0	0	0
chr14	71250000	71299999	45420	0	0	0	0
chr14	71300000	71349999	45421	0	0	0	0
chr14	71350000	71399999	45422	0	0	0	0
chr14	71400000	71449999	45423	0	0	0	0
chr14	71450000	71499999	45424	0	0	0	0
chr14	71500000	71549999	45425	0	0	0	0
chr14	71550000	71599999	45426	0	0	0	0
chr14	71600000	71649999	45427	0	0	0	0
chr14	71650000	71699999	45428	0	0	0	0
chr14	71700000	71749999	45429	0	0	0	0
chr14	71750000	71799999	45430	0	0	0	0
chr14	71800000	71849999	45431	0	0	0	0
chr14	71850000	71899999	45432	0	0	0	0
chr14	71900000	71949999	45433	0	0	0	0
chr14	71950000	71999999	45434	0	0	0	0
chr14	72000000	72049999	45435	0	0	0	0
chr14	72050000	72099999	45436	0	0	0	0
chr14	72100000	72149999	45437	0	0	0	0
chr14	72150000	72199999	45438	0	0	0	0
chr14	72200000	72249999	45439	0	0	0	0
chr14	72250000	72299999	45440	0	0	0	0
chr14	72300000	72349999	45441	0	0	0	0
chr14	72350000	72399999	45442	0	0	0	0
chr14	72400000	72449999	45443	0	0	0	0
chr14	72450000	72499999	45444	0	0	0	0
chr14	72500000	72549999	45445	0	0	0	0
chr14	72550000	72599999	45446	0	0	0	0
chr14	72600000	72649999	45447	0	0	0	0
chr14	72650000	72699999	45448	0	0	0	0
chr14	72700000	72749999	45449	0	0	0	0
chr14	72750000	72799999	45450	0	0	0	0
chr14	72800000	72849999	45451	0	0	0	0
chr14	72850000	72899999	45452	0	0	0	0
chr14	72900000	72949999	45453	0	0	0	0
chr14	72950000	72999999	45454	0	0	0	0
chr14	73000000	73049999	45455	0	0	0	0
chr14	73050000	73099999	45456	0	0	0	0
chr14	73100000	73149999	45457	0	0	0	0
chr14	73150000	73199999	45458	0	0	0	0
chr14	73200000	73249999	45459	0	0	0	0
chr14	73250000	73299999	45460	0	0	0	0
chr14	73300000	73349999	45461	0	0	0	0
chr14	73350000	73399999	45462	0	0	0	0
chr14	73400000	73449999	45463	0	0	0	0
chr14	73450000	73499999	45464	0	0	0	0
chr14	73500000	73549999	45465	0	0	0	0
chr14	73550000	73599999	45466	0	0	0	0
chr14	73600000	73649999	45467	0	0	0	0
chr14	73650000	73699999	45468	0	0	0	0
chr14	73700000	73749999	45469	1	0	1	0
chr14	73750000	73799999	45470	0	0	0	0
chr14	73800000	73849999	45471	0	0	0	0
chr14	73850000	73899999	45472	0	0	0	0
chr14	73900000	73949999	45473	0	0	0	0
chr14	73950000	73999999	45474	0	0	0	0
chr14	74000000	74049999	45475	0	0	0	0
chr14	74050000	74099999	45476	0	0	0	0
chr14	74100000	74149999	45477	0	0	0	0
chr14	74150000	74199999	45478	0	0	0	0
chr14	74200000	74249999	45479	0	0	0	0
chr14	74250000	74299999	45480	0	0	0	0
chr14	74300000	74349999	45481	0	0	0	0
chr14	74350000	74399999	45482	0	0	0	0
chr14	74400000	74449999	45483	0	0	0	0
chr14	74450000	74499999	45484	0	0	0	0
chr14	74500000	74549999	45485	0	0	0	0
chr14	74550000	74599999	45486	0	0	0	0
chr14	74600000	74649999	45487	0	0	0	0
chr14	74650000	74699999	45488	0	0	0	0
chr14	74700000	74749999	45489	0	0	0	0
chr14	74750000	74799999	45490	0	0	0	0
chr14	74800000	74849999	45491	0	0	0	0
chr14	74850000	74899999	45492	0	0	0	0
chr14	74900000	74949999	45493	0	0	0	0
chr14	74950000	74999999	45494	0	0	0	0
chr14	75000000	75049999	45495	0	0	0	0
chr14	75050000	75099999	45496	0	0	0	0
chr14	75100000	75149999	45497	0	0	0	0
chr14	75150000	75199999	45498	0	0	0	0
chr14	75200000	75249999	45499	0	0	0	0
chr14	75250000	75299999	45500	0	0	0	0
chr14	75300000	75349999	45501	0	0	0	0
chr14	75350000	75399999	45502	0	0	0	0
chr14	75400000	75449999	45503	0	0	0	0
chr14	75450000	75499999	45504	0	0	0	0
chr14	75500000	75549999	45505	0	0	0	0
chr14	75550000	75599999	45506	0	0	0	0
chr14	75600000	75649999	45507	0	0	0	0
chr14	75650000	75699999	45508	0	0	0	0
chr14	75700000	75749999	45509	0	0	0	0
chr14	75750000	75799999	45510	0	0	0	0
chr14	75800000	75849999	45511	0	0	0	0
chr14	75850000	75899999	45512	0	0	0	0
chr14	75900000	75949999	45513	0	0	0	0
chr14	75950000	75999999	45514	0	0	0	0
chr14	76000000	76049999	45515	0	0	0	0
chr14	76050000	76099999	45516	0	0	0	0
chr14	76100000	76149999	45517	0	0	0	0
chr14	76150000	76199999	45518	0	0	0	0
chr14	76200000	76249999	45519	0	0	0	0
chr14	76250000	76299999	45520	0	0	0	0
chr14	76300000	76349999	45521	0	0	0	0
chr14	76350000	76399999	45522	0	0	0	0
chr14	76400000	76449999	45523	0	0	0	0
chr14	76450000	76499999	45524	0	0	0	0
chr14	76500000	76549999	45525	0	0	0	0
chr14	76550000	76599999	45526	0	0	0	0
chr14	76600000	76649999	45527	0	0	0	0
chr14	76650000	76699999	45528	0	0	0	0
chr14	76700000	76749999	45529	0	0	0	0
chr14	76750000	76799999	45530	0	0	0	0
chr14	76800000	76849999	45531	0	0	0	0
chr14	76850000	76899999	45532	0	0	0	0
chr14	76900000	76949999	45533	0	0	0	0
chr14	76950000	76999999	45534	0	0	0	0
chr14	77000000	77049999	45535	0	0	0	0
chr14	77050000	77099999	45536	0	0	0	0
chr14	77100000	77149999	45537	0	0	0	0
chr14	77150000	77199999	45538	0	0	0	0
chr14	77200000	77249999	45539	0	0	0	0
chr14	77250000	77299999	45540	0	0	0	0
chr14	77300000	77349999	45541	0	0	0	0
chr14	77350000	77399999	45542	0	0	0	0
chr14	77400000	77449999	45543	0	0	0	0
chr14	77450000	77499999	45544	0	0	0	0
chr14	77500000	77549999	45545	0	0	0	0
chr14	77550000	77599999	45546	0	0	0	0
chr14	77600000	77649999	45547	0	0	0	0
chr14	77650000	77699999	45548	0	0	0	0
chr14	77700000	77749999	45549	0	0	0	0
chr14	77750000	77799999	45550	0	0	0	0
chr14	77800000	77849999	45551	0	0	0	0
chr14	77850000	77899999	45552	0	0	0	0
chr14	77900000	77949999	45553	0	0	0	0
chr14	77950000	77999999	45554	0	0	0	0
chr14	78000000	78049999	45555	0	0	0	0
chr14	78050000	78099999	45556	0	0	0	0
chr14	78100000	78149999	45557	1	0	1	0
chr14	78150000	78199999	45558	0	0	0	0
chr14	78200000	78249999	45559	0	0	0	0
chr14	78250000	78299999	45560	0	0	0	0
chr14	78300000	78349999	45561	0	0	0	0
chr14	78350000	78399999	45562	0	0	0	0
chr14	78400000	78449999	45563	0	0	0	0
chr14	78450000	78499999	45564	0	0	0	0
chr14	78500000	78549999	45565	0	0	0	0
chr14	78550000	78599999	45566	0	0	0	0
chr14	78600000	78649999	45567	0	0	0	0
chr14	78650000	78699999	45568	0	0	0	0
chr14	78700000	78749999	45569	0	0	0	0
chr14	78750000	78799999	45570	1	0	1	0
chr14	78800000	78849999	45571	0	0	0	0
chr14	78850000	78899999	45572	0	0	0	0
chr14	78900000	78949999	45573	2	0	2	0
chr14	78950000	78999999	45574	0	0	0	0
chr14	79000000	79049999	45575	0	0	0	0
chr14	79050000	79099999	45576	0	0	0	0
chr14	79100000	79149999	45577	0	0	0	0
chr14	79150000	79199999	45578	1	0	1	0
chr14	79200000	79249999	45579	0	0	0	0
chr14	79250000	79299999	45580	0	0	0	0
chr14	79300000	79349999	45581	0	0	0	0
chr14	79350000	79399999	45582	0	0	0	0
chr14	79400000	79449999	45583	0	0	0	0
chr14	79450000	79499999	45584	0	0	0	0
chr14	79500000	79549999	45585	0	0	0	0
chr14	79550000	79599999	45586	0	0	0	0
chr14	79600000	79649999	45587	0	0	0	0
chr14	79650000	79699999	45588	0	0	0	0
chr14	79700000	79749999	45589	0	0	0	0
chr14	79750000	79799999	45590	0	0	0	0
chr14	79800000	79849999	45591	0	0	0	0
chr14	79850000	79899999	45592	0	0	0	0
chr14	79900000	79949999	45593	0	0	0	0
chr14	79950000	79999999	45594	0	0	0	0
chr14	80000000	80049999	45595	0	0	0	0
chr14	80050000	80099999	45596	0	0	0	0
chr14	80100000	80149999	45597	0	0	0	0
chr14	80150000	80199999	45598	0	0	0	0
chr14	80200000	80249999	45599	0	0	0	0
chr14	80250000	80299999	45600	0	0	0	0
chr14	80300000	80349999	45601	0	0	0	0
chr14	80350000	80399999	45602	0	0	0	0
chr14	80400000	80449999	45603	0	0	0	0
chr14	80450000	80499999	45604	0	0	0	0
chr14	80500000	80549999	45605	0	0	0	0
chr14	80550000	80599999	45606	0	0	0	0
chr14	80600000	80649999	45607	0	0	0	0
chr14	80650000	80699999	45608	0	0	0	0
chr14	80700000	80749999	45609	0	0	0	0
chr14	80750000	80799999	45610	0	0	0	0
chr14	80800000	80849999	45611	0	0	0	0
chr14	80850000	80899999	45612	0	0	0	0
chr14	80900000	80949999	45613	0	0	0	0
chr14	80950000	80999999	45614	0	0	0	0
chr14	81000000	81049999	45615	0	0	0	0
chr14	81050000	81099999	45616	0	0	0	0
chr14	81100000	81149999	45617	0	0	0	0
chr14	81150000	81199999	45618	0	0	0	0
chr14	81200000	81249999	45619	0	0	0	0
chr14	81250000	81299999	45620	0	0	0	0
chr14	81300000	81349999	45621	0	0	0	0
chr14	81350000	81399999	45622	0	0	0	0
chr14	81400000	81449999	45623	0	0	0	0
chr14	81450000	81499999	45624	0	0	0	0
chr14	81500000	81549999	45625	0	0	0	0
chr14	81550000	81599999	45626	0	0	0	0
chr14	81600000	81649999	45627	0	0	0	0
chr14	81650000	81699999	45628	0	0	0	0
chr14	81700000	81749999	45629	0	0	0	0
chr14	81750000	81799999	45630	0	0	0	0
chr14	81800000	81849999	45631	0	0	0	0
chr14	81850000	81899999	45632	0	0	0	0
chr14	81900000	81949999	45633	0	0	0	0
chr14	81950000	81999999	45634	0	0	0	0
chr14	82000000	82049999	45635	0	0	0	0
chr14	82050000	82099999	45636	0	0	0	0
chr14	82100000	82149999	45637	0	0	0	0
chr14	82150000	82199999	45638	0	0	0	0
